gamma Case Scenario ES e_var Power n g h 
4   2   2 0.700      1.000   1  25  15   5 
4   2   2 0.700      1.000   1  20  15  10 
5   2   2 0.700      1.000 9.971049e-01  10   5   3 
5   2   2 0.700      1.000 9.999333e-01  15   5   3 
5   2   2 0.700      1.000 9.999988e-01  20   5   3 
5   2   2 0.700      1.000 1.000000e+00  15  10   5 
5   2   2 0.700      1.000 1.000000e+00  20  10   5 
5   2   2 0.700      1.000   1  25  10   5 
5   2   2 0.700      1.000   1  25  15   5 
5   2   2 0.700      1.000   1  20  15  10 
6   2   2 0.700      1.000 9.999988e-01  10   5   3 
6   2   2 0.700      1.000 1.000000e+00  15   5   3 
6   2   2 0.700      1.000 1.000000e+00  20   5   3 
6   2   2 0.700      1.000   1  15  10   5 
6   2   2 0.700      1.000   1  20  10   5 
6   2   2 0.700      1.000   1  25  10   5 
6   2   2 0.700      1.000   1  25  15   5 
6   2   2 0.700      1.000   1  20  15  10 
7   2   2 0.700      1.000 9.971049e-01  10   5   3 
7   2   2 0.700      1.000 9.999333e-01  15   5   3 
7   2   2 0.700      1.000 9.999988e-01  20   5   3 
7   2   2 0.700      1.000 1.000000e+00  15  10   5 
7   2   2 0.700      1.000 1.000000e+00  20  10   5 
7   2   2 0.700      1.000   1  25  10   5 
7   2   2 0.700      1.000   1  25  15   5 
7   2   2 0.700      1.000   1  20  15  10 
1   2   2 0.300      2.000 2.981357e-01  10   5   3 
1   2   2 0.300      2.000 4.174812e-01  15   5   3 
1   2   2 0.300      2.000 5.249717e-01  20   5   3 
1   2   2 0.300      2.000 6.974933e-01  15  10   5 
1   2   2 0.300      2.000 8.160526e-01  20  10   5 
1   2   2 0.300      2.000 8.921506e-01  25  10   5 
1   2   2 0.300      2.000 9.748135e-01  25  15   5 
1   2   2 0.300      2.000 9.386187e-01  20  15  10 
2   2   2 0.300      2.000 5.249717e-01  10   5   3 
2   2   2 0.300      2.000 6.974933e-01  15   5   3 
2   2   2 0.300      2.000 8.160526e-01  20   5   3 
2   2   2 0.300      2.000 9.386187e-01  15  10   5 
2   2   2 0.300      2.000 9.814760e-01  20  10   5 
2   2   2 0.300      2.000 9.948070e-01  25  10   5 
2   2   2 0.300      2.000 9.998276e-01  25  15   5 
2   2   2 0.300      2.000 9.986250e-01  20  15  10 
3   2   2 0.300      2.000 5.249717e-01  10   5   3 
3   2   2 0.300      2.000 6.974933e-01  15   5   3 
3   2   2 0.300      2.000 8.160526e-01  20   5   3 
3   2   2 0.300      2.000 9.386187e-01  15  10   5 
3   2   2 0.300      2.000 9.814760e-01  20  10   5 
3   2   2 0.300      2.000 9.948070e-01  25  10   5 
3   2   2 0.300      2.000 9.998276e-01  25  15   5 
3   2   2 0.300      2.000 9.986250e-01  20  15  10 
4   2   2 0.300      2.000 2.981357e-01  10   5   3 
4   2   2 0.300      2.000 4.174812e-01  15   5   3 
4   2   2 0.300      2.000 5.249717e-01  20   5   3 
4   2   2 0.300      2.000 6.974933e-01  15  10   5 
4   2   2 0.300      2.000 8.160526e-01  20  10   5 
4   2   2 0.300      2.000 8.921506e-01  25  10   5 
4   2   2 0.300      2.000 9.748135e-01  25  15   5 
4   2   2 0.300      2.000 9.386187e-01  20  15  10 
5   2   2 0.300      2.000 2.981357e-01  10   5   3 
5   2   2 0.300      2.000 4.174812e-01  15   5   3 
5   2   2 0.300      2.000 5.249717e-01  20   5   3 
5   2   2 0.300      2.000 6.974933e-01  15  10   5 
5   2   2 0.300      2.000 8.160526e-01  20  10   5 
5   2   2 0.300      2.000 8.921506e-01  25  10   5 
5   2   2 0.300      2.000 9.748135e-01  25  15   5 
5   2   2 0.300      2.000 9.386187e-01  20  15  10 
6   2   2 0.300      2.000 5.249717e-01  10   5   3 
6   2   2 0.300      2.000 6.974933e-01  15   5   3 
6   2   2 0.300      2.000 8.160526e-01  20   5   3 
6   2   2 0.300      2.000 9.386187e-01  15  10   5 
6   2   2 0.300      2.000 9.814760e-01  20  10   5 
6   2   2 0.300      2.000 9.948070e-01  25  10   5 
6   2   2 0.300      2.000 9.998276e-01  25  15   5 
6   2   2 0.300      2.000 9.986250e-01  20  15  10 
7   2   2 0.300      2.000 2.981357e-01  10   5   3 
7   2   2 0.300      2.000 4.174812e-01  15   5   3 
7   2   2 0.300      2.000 5.249717e-01  20   5   3 
7   2   2 0.300      2.000 6.974933e-01  15  10   5 
7   2   2 0.300      2.000 8.160526e-01  20  10   5 
7   2   2 0.300      2.000 8.921506e-01  25  10   5 
7   2   2 0.300      2.000 9.748135e-01  25  15   5 
7   2   2 0.300      2.000 9.386187e-01  20  15  10 
1   2   2 0.700      2.000 9.157678e-01  10   5   3 
1   2   2 0.700      2.000 9.832964e-01  15   5   3 
1   2   2 0.700      2.000 9.971049e-01  20   5   3 
1   2   2 0.700      2.000 9.999333e-01  15  10   5 
1   2   2 0.700      2.000 9.999988e-01  20  10   5 
1   2   2 0.700      2.000 1.000000e+00  25  10   5 
1   2   2 0.700      2.000 1.000000e+00  25  15   5 
1   2   2 0.700      2.000 1.000000e+00  20  15  10 
2   2   2 0.700      2.000 9.971049e-01  10   5   3 
2   2   2 0.700      2.000 9.999333e-01  15   5   3 
2   2   2 0.700      2.000 9.999988e-01  20   5   3 
2   2   2 0.700      2.000 1.000000e+00  15  10   5 
2   2   2 0.700      2.000 1.000000e+00  20  10   5 
2   2   2 0.700      2.000   1  25  10   5 
2   2   2 0.700      2.000   1  25  15   5 
2   2   2 0.700      2.000   1  20  15  10 
3   2   2 0.700      2.000 9.971049e-01  10   5   3 
3   2   2 0.700      2.000 9.999333e-01  15   5   3 
3   2   2 0.700      2.000 9.999988e-01  20   5   3 
3   2   2 0.700      2.000 1.000000e+00  15  10   5 
3   2   2 0.700      2.000 1.000000e+00  20  10   5 
3   2   2 0.700      2.000   1  25  10   5 
3   2   2 0.700      2.000   1  25  15   5 
3   2   2 0.700      2.000   1  20  15  10 
4   2   2 0.700      2.000 9.157678e-01  10   5   3 
4   2   2 0.700      2.000 9.832964e-01  15   5   3 
4   2   2 0.700      2.000 9.971049e-01  20   5   3 
4   2   2 0.700      2.000 9.999333e-01  15  10   5 
4   2   2 0.700      2.000 9.999988e-01  20  10   5 
4   2   2 0.700      2.000 1.000000e+00  25  10   5 
4   2   2 0.700      2.000 1.000000e+00  25  15   5 
4   2   2 0.700      2.000 1.000000e+00  20  15  10 
5   2   2 0.700      2.000 9.157678e-01  10   5   3 
5   2   2 0.700      2.000 9.832964e-01  15   5   3 
5   2   2 0.700      2.000 9.971049e-01  20   5   3 
5   2   2 0.700      2.000 9.999333e-01  15  10   5 
5   2   2 0.700      2.000 9.999988e-01  20  10   5 
5   2   2 0.700      2.000 1.000000e+00  25  10   5 
5   2   2 0.700      2.000 1.000000e+00  25  15   5 
5   2   2 0.700      2.000 1.000000e+00  20  15  10 
6   2   2 0.700      2.000 9.971049e-01  10   5   3 
6   2   2 0.700      2.000 9.999333e-01  15   5   3 
6   2   2 0.700      2.000 9.999988e-01  20   5   3 
6   2   2 0.700      2.000 1.000000e+00  15  10   5 
6   2   2 0.700      2.000 1.000000e+00  20  10   5 
6   2   2 0.700      2.000   1  25  10   5 
6   2   2 0.700      2.000   1  25  15   5 
6   2   2 0.700      2.000   1  20  15  10 
7   2   2 0.700      2.000 9.157678e-01  10   5   3 
7   2   2 0.700      2.000 9.832964e-01  15   5   3 
7   2   2 0.700      2.000 9.971049e-01  20   5   3 
7   2   2 0.700      2.000 9.999333e-01  15  10   5 
7   2   2 0.700      2.000 9.999988e-01  20  10   5 
7   2   2 0.700      2.000 1.000000e+00  25  10   5 
7   2   2 0.700      2.000 1.000000e+00  25  15   5 
7   2   2 0.700      2.000 1.000000e+00  20  15  10 
1   2   3 0.300      1.000 4.603933e-01  10   5   3 
1   2   3 0.300      1.000 6.250228e-01  15   5   3 
1   2   3 0.300      1.000 7.489566e-01  20   5   3 
1   2   3 0.300      1.000 8.966251e-01  15  10   5 
1   2   3 0.300      1.000 9.608874e-01  20  10   5 
1   2   3 0.300      1.000 9.861067e-01  25  10   5 
1   2   3 0.300      1.000 9.991416e-01  25  15   5 
1   2   3 0.300      1.000 9.953029e-01  20  15  10 
2   2   3 0.300      1.000 7.489566e-01  10   5   3 
2   2   3 0.300      1.000 8.966251e-01  15   5   3 
2   2   3 0.300      1.000 9.608874e-01  20   5   3 
2   2   3 0.300      1.000 9.953029e-01  15  10   5 
2   2   3 0.300      1.000 9.995207e-01  20  10   5 
2   2   3 0.300      1.000 9.999564e-01  25  10   5 
2   2   3 0.300      1.000 9.999999e-01  25  15   5 
2   2   3 0.300      1.000 9.999964e-01  20  15  10 
3   2   3 0.300      1.000 7.489566e-01  10   5   3 
3   2   3 0.300      1.000 8.966251e-01  15   5   3 
3   2   3 0.300      1.000 9.608874e-01  20   5   3 
3   2   3 0.300      1.000 9.953029e-01  15  10   5 
3   2   3 0.300      1.000 9.995207e-01  20  10   5 
3   2   3 0.300      1.000 9.999564e-01  25  10   5 
3   2   3 0.300      1.000 9.999999e-01  25  15   5 
3   2   3 0.300      1.000 9.999964e-01  20  15  10 
4   2   3 0.300      1.000 4.603933e-01  10   5   3 
4   2   3 0.300      1.000 6.250228e-01  15   5   3 
4   2   3 0.300      1.000 7.489566e-01  20   5   3 
4   2   3 0.300      1.000 8.966251e-01  15  10   5 
4   2   3 0.300      1.000 9.608874e-01  20  10   5 
4   2   3 0.300      1.000 9.861067e-01  25  10   5 
4   2   3 0.300      1.000 9.991416e-01  25  15   5 
4   2   3 0.300      1.000 9.953029e-01  20  15  10 
5   2   3 0.300      1.000 4.603933e-01  10   5   3 
5   2   3 0.300      1.000 6.250228e-01  15   5   3 
5   2   3 0.300      1.000 7.489566e-01  20   5   3 
5   2   3 0.300      1.000 8.966251e-01  15  10   5 
5   2   3 0.300      1.000 9.608874e-01  20  10   5 
5   2   3 0.300      1.000 9.861067e-01  25  10   5 
5   2   3 0.300      1.000 9.991416e-01  25  15   5 
5   2   3 0.300      1.000 9.953029e-01  20  15  10 
6   2   3 0.300      1.000 7.489566e-01  10   5   3 
6   2   3 0.300      1.000 8.966251e-01  15   5   3 
6   2   3 0.300      1.000 9.608874e-01  20   5   3 
6   2   3 0.300      1.000 9.953029e-01  15  10   5 
6   2   3 0.300      1.000 9.995207e-01  20  10   5 
6   2   3 0.300      1.000 9.999564e-01  25  10   5 
6   2   3 0.300      1.000 9.999999e-01  25  15   5 
6   2   3 0.300      1.000 9.999964e-01  20  15  10 
7   2   3 0.300      1.000 4.603933e-01  10   5   3 
7   2   3 0.300      1.000 6.250228e-01  15   5   3 
7   2   3 0.300      1.000 7.489566e-01  20   5   3 
7   2   3 0.300      1.000 8.966251e-01  15  10   5 
7   2   3 0.300      1.000 9.608874e-01  20  10   5 
7   2   3 0.300      1.000 9.861067e-01  25  10   5 
7   2   3 0.300      1.000 9.991416e-01  25  15   5 
7   2   3 0.300      1.000 9.953029e-01  20  15  10 
1   2   3 0.700      1.000 9.913730e-01  10   5   3 
1   2   3 0.700      1.000 9.996059e-01  15   5   3 
1   2   3 0.700      1.000 9.999854e-01  20   5   3 
1   2   3 0.700      1.000 1.000000e+00  15  10   5 
1   2   3 0.700      1.000 1.000000e+00  20  10   5 
1   2   3 0.700      1.000 1.000000e+00  25  10   5 
1   2   3 0.700      1.000   1  25  15   5 
1   2   3 0.700      1.000   1  20  15  10 
2   2   3 0.700      1.000 9.999854e-01  10   5   3 
2   2   3 0.700      1.000 1.000000e+00  15   5   3 
2   2   3 0.700      1.000 1.000000e+00  20   5   3 
2   2   3 0.700      1.000   1  15  10   5 
2   2   3 0.700      1.000   1  20  10   5 
2   2   3 0.700      1.000   1  25  10   5 
2   2   3 0.700      1.000   1  25  15   5 
2   2   3 0.700      1.000   1  20  15  10 
3   2   3 0.700      1.000 9.999854e-01  10   5   3 
3   2   3 0.700      1.000 1.000000e+00  15   5   3 
3   2   3 0.700      1.000 1.000000e+00  20   5   3 
3   2   3 0.700      1.000   1  15  10   5 
3   2   3 0.700      1.000   1  20  10   5 
3   2   3 0.700      1.000   1  25  10   5 
3   2   3 0.700      1.000   1  25  15   5 
3   2   3 0.700      1.000   1  20  15  10 
4   2   3 0.700      1.000 9.913730e-01  10   5   3 
4   2   3 0.700      1.000 9.996059e-01  15   5   3 
4   2   3 0.700      1.000 9.999854e-01  20   5   3 
4   2   3 0.700      1.000 1.000000e+00  15  10   5 
4   2   3 0.700      1.000 1.000000e+00  20  10   5 
4   2   3 0.700      1.000 1.000000e+00  25  10   5 
4   2   3 0.700      1.000   1  25  15   5 
4   2   3 0.700      1.000   1  20  15  10 
5   2   3 0.700      1.000 9.913730e-01  10   5   3 
5   2   3 0.700      1.000 9.996059e-01  15   5   3 
5   2   3 0.700      1.000 9.999854e-01  20   5   3 
5   2   3 0.700      1.000 1.000000e+00  15  10   5 
5   2   3 0.700      1.000 1.000000e+00  20  10   5 
5   2   3 0.700      1.000 1.000000e+00  25  10   5 
5   2   3 0.700      1.000   1  25  15   5 
5   2   3 0.700      1.000   1  20  15  10 
6   2   3 0.700      1.000 9.999854e-01  10   5   3 
6   2   3 0.700      1.000 1.000000e+00  15   5   3 
6   2   3 0.700      1.000 1.000000e+00  20   5   3 
6   2   3 0.700      1.000   1  15  10   5 
6   2   3 0.700      1.000   1  20  10   5 
6   2   3 0.700      1.000   1  25  10   5 
6   2   3 0.700      1.000   1  25  15   5 
6   2   3 0.700      1.000   1  20  15  10 
7   2   3 0.700      1.000 9.913730e-01  10   5   3 
7   2   3 0.700      1.000 9.996059e-01  15   5   3 
7   2   3 0.700      1.000 9.999854e-01  20   5   3 
7   2   3 0.700      1.000 1.000000e+00  15  10   5 
7   2   3 0.700      1.000 1.000000e+00  20  10   5 
7   2   3 0.700      1.000 1.000000e+00  25  10   5 
7   2   3 0.700      1.000   1  25  15   5 
7   2   3 0.700      1.000   1  20  15  10 
1   2   3 0.300      2.000 2.596655e-01  10   5   3 
1   2   3 0.300      2.000 3.636552e-01  15   5   3 
1   2   3 0.300      2.000 4.603933e-01  20   5   3 
1   2   3 0.300      2.000 6.250228e-01  15  10   5 
1   2   3 0.300      2.000 7.489566e-01  20  10   5 
1   2   3 0.300      2.000 8.368954e-01  25  10   5 
1   2   3 0.300      2.000 9.498002e-01  25  15   5 
1   2   3 0.300      2.000 8.966251e-01  20  15  10 
2   2   3 0.300      2.000 4.603933e-01  10   5   3 
2   2   3 0.300      2.000 6.250228e-01  15   5   3 
2   2   3 0.300      2.000 7.489566e-01  20   5   3 
2   2   3 0.300      2.000 8.966251e-01  15  10   5 
2   2   3 0.300      2.000 9.608874e-01  20  10   5 
2   2   3 0.300      2.000 9.861067e-01  25  10   5 
2   2   3 0.300      2.000 9.991416e-01  25  15   5 
2   2   3 0.300      2.000 9.953029e-01  20  15  10 
3   2   3 0.300      2.000 4.603933e-01  10   5   3 
3   2   3 0.300      2.000 6.250228e-01  15   5   3 
3   2   3 0.300      2.000 7.489566e-01  20   5   3 
3   2   3 0.300      2.000 8.966251e-01  15  10   5 
3   2   3 0.300      2.000 9.608874e-01  20  10   5 
3   2   3 0.300      2.000 9.861067e-01  25  10   5 
3   2   3 0.300      2.000 9.991416e-01  25  15   5 
3   2   3 0.300      2.000 9.953029e-01  20  15  10 
4   2   3 0.300      2.000 2.596655e-01  10   5   3 
4   2   3 0.300      2.000 3.636552e-01  15   5   3 
4   2   3 0.300      2.000 4.603933e-01  20   5   3 
4   2   3 0.300      2.000 6.250228e-01  15  10   5 
4   2   3 0.300      2.000 7.489566e-01  20  10   5 
4   2   3 0.300      2.000 8.368954e-01  25  10   5 
4   2   3 0.300      2.000 9.498002e-01  25  15   5 
4   2   3 0.300      2.000 8.966251e-01  20  15  10 
5   2   3 0.300      2.000 2.596655e-01  10   5   3 
5   2   3 0.300      2.000 3.636552e-01  15   5   3 
5   2   3 0.300      2.000 4.603933e-01  20   5   3 
5   2   3 0.300      2.000 6.250228e-01  15  10   5 
5   2   3 0.300      2.000 7.489566e-01  20  10   5 
5   2   3 0.300      2.000 8.368954e-01  25  10   5 
5   2   3 0.300      2.000 9.498002e-01  25  15   5 
5   2   3 0.300      2.000 8.966251e-01  20  15  10 
6   2   3 0.300      2.000 4.603933e-01  10   5   3 
6   2   3 0.300      2.000 6.250228e-01  15   5   3 
6   2   3 0.300      2.000 7.489566e-01  20   5   3 
6   2   3 0.300      2.000 8.966251e-01  15  10   5 
6   2   3 0.300      2.000 9.608874e-01  20  10   5 
6   2   3 0.300      2.000 9.861067e-01  25  10   5 
6   2   3 0.300      2.000 9.991416e-01  25  15   5 
6   2   3 0.300      2.000 9.953029e-01  20  15  10 
7   2   3 0.300      2.000 2.596655e-01  10   5   3 
7   2   3 0.300      2.000 3.636552e-01  15   5   3 
7   2   3 0.300      2.000 4.603933e-01  20   5   3 
7   2   3 0.300      2.000 6.250228e-01  15  10   5 
7   2   3 0.300      2.000 7.489566e-01  20  10   5 
7   2   3 0.300      2.000 8.368954e-01  25  10   5 
7   2   3 0.300      2.000 9.498002e-01  25  15   5 
7   2   3 0.300      2.000 8.966251e-01  20  15  10 
1   2   3 0.700      2.000 8.664443e-01  10   5   3 
1   2   3 0.700      2.000 9.640412e-01  15   5   3 
1   2   3 0.700      2.000 9.913730e-01  20   5   3 
1   2   3 0.700      2.000 9.996059e-01  15  10   5 
1   2   3 0.700      2.000 9.999854e-01  20  10   5 
1   2   3 0.700      2.000 9.999995e-01  25  10   5 
1   2   3 0.700      2.000 1.000000e+00  25  15   5 
1   2   3 0.700      2.000 1.000000e+00  20  15  10 
2   2   3 0.700      2.000 9.913730e-01  10   5   3 
2   2   3 0.700      2.000 9.996059e-01  15   5   3 
2   2   3 0.700      2.000 9.999854e-01  20   5   3 
2   2   3 0.700      2.000 1.000000e+00  15  10   5 
2   2   3 0.700      2.000 1.000000e+00  20  10   5 
2   2   3 0.700      2.000 1.000000e+00  25  10   5 
2   2   3 0.700      2.000   1  25  15   5 
2   2   3 0.700      2.000   1  20  15  10 
3   2   3 0.700      2.000 9.913730e-01  10   5   3 
3   2   3 0.700      2.000 9.996059e-01  15   5   3 
3   2   3 0.700      2.000 9.999854e-01  20   5   3 
3   2   3 0.700      2.000 1.000000e+00  15  10   5 
3   2   3 0.700      2.000 1.000000e+00  20  10   5 
3   2   3 0.700      2.000 1.000000e+00  25  10   5 
3   2   3 0.700      2.000   1  25  15   5 
3   2   3 0.700      2.000   1  20  15  10 
4   2   3 0.700      2.000 8.664443e-01  10   5   3 
4   2   3 0.700      2.000 9.640412e-01  15   5   3 
4   2   3 0.700      2.000 9.913730e-01  20   5   3 
4   2   3 0.700      2.000 9.996059e-01  15  10   5 
4   2   3 0.700      2.000 9.999854e-01  20  10   5 
4   2   3 0.700      2.000 9.999995e-01  25  10   5 
4   2   3 0.700      2.000 1.000000e+00  25  15   5 
4   2   3 0.700      2.000 1.000000e+00  20  15  10 
5   2   3 0.700      2.000 8.664443e-01  10   5   3 
5   2   3 0.700      2.000 9.640412e-01  15   5   3 
5   2   3 0.700      2.000 9.913730e-01  20   5   3 
5   2   3 0.700      2.000 9.996059e-01  15  10   5 
5   2   3 0.700      2.000 9.999854e-01  20  10   5 
5   2   3 0.700      2.000 9.999995e-01  25  10   5 
5   2   3 0.700      2.000 1.000000e+00  25  15   5 
5   2   3 0.700      2.000 1.000000e+00  20  15  10 
6   2   3 0.700      2.000 9.913730e-01  10   5   3 
6   2   3 0.700      2.000 9.996059e-01  15   5   3 
6   2   3 0.700      2.000 9.999854e-01  20   5   3 
6   2   3 0.700      2.000 1.000000e+00  15  10   5 
6   2   3 0.700      2.000 1.000000e+00  20  10   5 
6   2   3 0.700      2.000 1.000000e+00  25  10   5 
6   2   3 0.700      2.000   1  25  15   5 
6   2   3 0.700      2.000   1  20  15  10 
7   2   3 0.700      2.000 8.664443e-01  10   5   3 
7   2   3 0.700      2.000 9.640412e-01  15   5   3 
7   2   3 0.700      2.000 9.913730e-01  20   5   3 
7   2   3 0.700      2.000 9.996059e-01  15  10   5 
7   2   3 0.700      2.000 9.999854e-01  20  10   5 
7   2   3 0.700      2.000 9.999995e-01  25  10   5 
7   2   3 0.700      2.000 1.000000e+00  25  15   5 
7   2   3 0.700      2.000 1.000000e+00  20  15  10 
1   3   1 0.300      1.000 5.249717e-01  10   5   3 
1   3   1 0.300      1.000 6.974933e-01  15   5   3 
1   3   1 0.300      1.000 8.160526e-01  20   5   3 
1   3   1 0.300      1.000 9.386187e-01  15  10   5 
1   3   1 0.300      1.000 9.814760e-01  20  10   5 
1   3   1 0.300      1.000 9.948070e-01  25  10   5 
1   3   1 0.300      1.000 9.998276e-01  25  15   5 
1   3   1 0.300      1.000 9.986250e-01  20  15  10 
2   3   1 0.300      1.000 2.981357e-01  10   5   3 
2   3   1 0.300      1.000 4.174812e-01  15   5   3 
2   3   1 0.300      1.000 5.249717e-01  20   5   3 
2   3   1 0.300      1.000 6.974933e-01  15  10   5 
2   3   1 0.300      1.000 8.160526e-01  20  10   5 
2   3   1 0.300      1.000 8.921506e-01  25  10   5 
2   3   1 0.300      1.000 9.748135e-01  25  15   5 
2   3   1 0.300      1.000 9.386187e-01  20  15  10 
3   3   1 0.300      1.000 2.981357e-01  10   5   3 
3   3   1 0.300      1.000 4.174812e-01  15   5   3 
3   3   1 0.300      1.000 5.249717e-01  20   5   3 
3   3   1 0.300      1.000 6.974933e-01  15  10   5 
3   3   1 0.300      1.000 8.160526e-01  20  10   5 
3   3   1 0.300      1.000 8.921506e-01  25  10   5 
3   3   1 0.300      1.000 9.748135e-01  25  15   5 
3   3   1 0.300      1.000 9.386187e-01  20  15  10 
4   3   1 0.300      1.000 2.981357e-01  10   5   3 
4   3   1 0.300      1.000 4.174812e-01  15   5   3 
4   3   1 0.300      1.000 5.249717e-01  20   5   3 
4   3   1 0.300      1.000 6.974933e-01  15  10   5 
4   3   1 0.300      1.000 8.160526e-01  20  10   5 
4   3   1 0.300      1.000 8.921506e-01  25  10   5 
4   3   1 0.300      1.000 9.748135e-01  25  15   5 
4   3   1 0.300      1.000 9.386187e-01  20  15  10 
5   3   1 0.300      1.000 2.981357e-01  10   5   3 
5   3   1 0.300      1.000 4.174812e-01  15   5   3 
5   3   1 0.300      1.000 5.249717e-01  20   5   3 
5   3   1 0.300      1.000 6.974933e-01  15  10   5 
5   3   1 0.300      1.000 8.160526e-01  20  10   5 
5   3   1 0.300      1.000 8.921506e-01  25  10   5 
5   3   1 0.300      1.000 9.748135e-01  25  15   5 
5   3   1 0.300      1.000 9.386187e-01  20  15  10 
6   3   1 0.300      1.000 1.713957e-01  10   5   3 
6   3   1 0.300      1.000 2.353380e-01  15   5   3 
6   3   1 0.300      1.000 2.981357e-01  20   5   3 
6   3   1 0.300      1.000 4.174812e-01  15  10   5 
6   3   1 0.300      1.000 5.249717e-01  20  10   5 
6   3   1 0.300      1.000 6.184342e-01  25  10   5 
6   3   1 0.300      1.000 7.909134e-01  25  15   5 
6   3   1 0.300      1.000 6.974933e-01  20  15  10 
7   3   1 0.300      1.000 1.713957e-01  10   5   3 
7   3   1 0.300      1.000 2.353380e-01  15   5   3 
7   3   1 0.300      1.000 2.981357e-01  20   5   3 
7   3   1 0.300      1.000 4.174812e-01  15  10   5 
7   3   1 0.300      1.000 5.249717e-01  20  10   5 
7   3   1 0.300      1.000 6.184342e-01  25  10   5 
7   3   1 0.300      1.000 7.909134e-01  25  15   5 
7   3   1 0.300      1.000 6.974933e-01  20  15  10 
1   3   1 0.700      1.000 9.971049e-01  10   5   3 
1   3   1 0.700      1.000 9.999333e-01  15   5   3 
1   3   1 0.700      1.000 9.999988e-01  20   5   3 
1   3   1 0.700      1.000 1.000000e+00  15  10   5 
1   3   1 0.700      1.000 1.000000e+00  20  10   5 
1   3   1 0.700      1.000   1  25  10   5 
1   3   1 0.700      1.000   1  25  15   5 
1   3   1 0.700      1.000   1  20  15  10 
2   3   1 0.700      1.000 9.157678e-01  10   5   3 
2   3   1 0.700      1.000 9.832964e-01  15   5   3 
2   3   1 0.700      1.000 9.971049e-01  20   5   3 
2   3   1 0.700      1.000 9.999333e-01  15  10   5 
2   3   1 0.700      1.000 9.999988e-01  20  10   5 
2   3   1 0.700      1.000 1.000000e+00  25  10   5 
2   3   1 0.700      1.000 1.000000e+00  25  15   5 
2   3   1 0.700      1.000 1.000000e+00  20  15  10 
3   3   1 0.700      1.000 9.157678e-01  10   5   3 
3   3   1 0.700      1.000 9.832964e-01  15   5   3 
3   3   1 0.700      1.000 9.971049e-01  20   5   3 
3   3   1 0.700      1.000 9.999333e-01  15  10   5 
3   3   1 0.700      1.000 9.999988e-01  20  10   5 
3   3   1 0.700      1.000 1.000000e+00  25  10   5 
3   3   1 0.700      1.000 1.000000e+00  25  15   5 
3   3   1 0.700      1.000 1.000000e+00  20  15  10 
4   3   1 0.700      1.000 9.157678e-01  10   5   3 
4   3   1 0.700      1.000 9.832964e-01  15   5   3 
4   3   1 0.700      1.000 9.971049e-01  20   5   3 
4   3   1 0.700      1.000 9.999333e-01  15  10   5 
4   3   1 0.700      1.000 9.999988e-01  20  10   5 
4   3   1 0.700      1.000 1.000000e+00  25  10   5 
4   3   1 0.700      1.000 1.000000e+00  25  15   5 
4   3   1 0.700      1.000 1.000000e+00  20  15  10 
5   3   1 0.700      1.000 9.157678e-01  10   5   3 
5   3   1 0.700      1.000 9.832964e-01  15   5   3 
5   3   1 0.700      1.000 9.971049e-01  20   5   3 
5   3   1 0.700      1.000 9.999333e-01  15  10   5 
5   3   1 0.700      1.000 9.999988e-01  20  10   5 
5   3   1 0.700      1.000 1.000000e+00  25  10   5 
5   3   1 0.700      1.000 1.000000e+00  25  15   5 
5   3   1 0.700      1.000 1.000000e+00  20  15  10 
6   3   1 0.700      1.000 6.553243e-01  10   5   3 
6   3   1 0.700      1.000 8.238315e-01  15   5   3 
6   3   1 0.700      1.000 9.157678e-01  20   5   3 
6   3   1 0.700      1.000 9.832964e-01  15  10   5 
6   3   1 0.700      1.000 9.971049e-01  20  10   5 
6   3   1 0.700      1.000 9.995442e-01  25  10   5 
6   3   1 0.700      1.000 9.999966e-01  25  15   5 
6   3   1 0.700      1.000 9.999333e-01  20  15  10 
7   3   1 0.700      1.000 6.553243e-01  10   5   3 
7   3   1 0.700      1.000 8.238315e-01  15   5   3 
7   3   1 0.700      1.000 9.157678e-01  20   5   3 
7   3   1 0.700      1.000 9.832964e-01  15  10   5 
7   3   1 0.700      1.000 9.971049e-01  20  10   5 
7   3   1 0.700      1.000 9.995442e-01  25  10   5 
7   3   1 0.700      1.000 9.999966e-01  25  15   5 
7   3   1 0.700      1.000 9.999333e-01  20  15  10 
1   3   1 0.300      2.000 2.981357e-01  10   5   3 
1   3   1 0.300      2.000 4.174812e-01  15   5   3 
1   3   1 0.300      2.000 5.249717e-01  20   5   3 
1   3   1 0.300      2.000 6.974933e-01  15  10   5 
1   3   1 0.300      2.000 8.160526e-01  20  10   5 
1   3   1 0.300      2.000 8.921506e-01  25  10   5 
1   3   1 0.300      2.000 9.748135e-01  25  15   5 
1   3   1 0.300      2.000 9.386187e-01  20  15  10 
2   3   1 0.300      2.000 1.713957e-01  10   5   3 
2   3   1 0.300      2.000 2.353380e-01  15   5   3 
2   3   1 0.300      2.000 2.981357e-01  20   5   3 
2   3   1 0.300      2.000 4.174812e-01  15  10   5 
2   3   1 0.300      2.000 5.249717e-01  20  10   5 
2   3   1 0.300      2.000 6.184342e-01  25  10   5 
2   3   1 0.300      2.000 7.909134e-01  25  15   5 
2   3   1 0.300      2.000 6.974933e-01  20  15  10 
3   3   1 0.300      2.000 1.713957e-01  10   5   3 
3   3   1 0.300      2.000 2.353380e-01  15   5   3 
3   3   1 0.300      2.000 2.981357e-01  20   5   3 
